HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,ApartmentAge,TotalNearbyFacilities,ParkingToSizeRatio
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,269911,11,14.0,0.8730853391684902
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,383185,9,5.0,0.4079568442346595
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,129203,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,86283,23,16.0,0.8322981366459627
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,335398,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,185840,11,14.0,1.0740242261103634
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,314159,9,5.0,0.4079568442346595
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,89380,23,16.0,0.8322981366459627
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,221238,30,7.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,265486,7,5.0,0.2230769230769231
2,1,4,1.0,2.0,2.0,184.0,2006,5,811,226548,10,5.0,0.22688039457459927
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,292035,9,4.0,0.47506799637352676
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,159292,30,7.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,265486,11,14.0,0.8730853391684902
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,323008,9,5.0,0.9156452775775054
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,228318,9,4.0,0.47506799637352676
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,260707,3,8.0,1.021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,361061,3,8.0,1.0253583241455346
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,307964,8,5.0,0.4070265638389032
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,210176,11,14.0,0.8730853391684902
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,77876,24,10.0,0.12267080745341614
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,201769,10,5.0,0.2021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,185840,23,16.0,0.3043725156161272
1,2,2,1.0,7.0,3.0,56.0,1997,5,558,143362,19,11.0,0.1003584229390681
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,90265,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,300884,10,3.0,0.3729993041057759
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,362831,2,17.0,1.2901098901098902
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,318584,8,5.0,0.5196936542669585
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,345132,3,8.0,1.021978021978022
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,221238,24,10.0,0.08643326039387308
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,291150,9,5.0,0.4752553024351925
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,258079,3,8.0,1.021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,166814,11,14.0,0.6739864864864865
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,165486,8,5.0,0.5729794933655006
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,353982,2,17.0,1.2901098901098902
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,278761,1,2.0,2.051242236024845
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,74778,19,11.0,0.08695652173913043
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,176991,8,5.0,0.5196936542669585
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,261061,9,4.0,0.47506799637352676
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,169469,11,14.0,1.3951048951048952
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,163716,24,10.0,0.12267080745341614
0,0,4,0.0,3.0,2.0,0.0,1978,3,1327,203539,38,5.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,291238,9,4.0,0.37589670014347204
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,486725,9,5.0,0.9156452775775054
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,49734,24,17.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,278318,10,3.0,0.3729993041057759
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,392743,9,4.0,0.383601756954612
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,105752,2,5.0,0.375
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,212389,10,5.0,0.2893081761006289
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,247787,10,6.0,0.20044296788482835
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,389380,1,2.0,1.4516483516483516
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,170796,30,7.0,0.0
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,460176,9,5.0,0.35798816568047337
1,2,5,5.0,6.0,5.0,536.0,1993,4,1451,218584,23,16.0,0.3694004135079256
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,274336,10,6.0,0.20044296788482835
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,424778,10,3.0,0.3729993041057759
2,1,4,1.0,5.0,1.0,0.0,1986,4,1796,254867,30,7.0,0.0
2,0,1,0.0,0.0,0.0,203.0,2014,10,1252,451327,2,0.0,0.1621405750798722
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,376991,3,8.0,1.021978021978022
2,3,7,0.0,1.0,1.0,1321.0,2015,10,914,354867,1,2.0,1.4452954048140043
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,274336,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,1288,176991,23,16.0,0.4161490683229814
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,448672,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,143389,3,8.0,1.4440993788819876
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,265486,10,6.0,0.20044296788482835
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,207079,9,4.0,0.5733041575492341
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,135398,23,16.0,0.5864332603938731
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,134513,23,16.0,0.5864332603938731
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,221238,8,5.0,0.4070265638389032
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,309734,9,5.0,1.4631336405529953
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,422123,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,209734,9,4.0,0.47506799637352676
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,78761,19,11.0,0.08695652173913043
2,0,5,5.0,7.0,5.0,1174.0,2014,9,910,361061,2,17.0,1.2901098901098902
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,360176,9,5.0,0.4079568442346595
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,379646,2,0.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,194690,11,14.0,0.8730853391684902
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,109734,31,7.0,0.12947189097103917
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,136283,19,11.0,0.08695652173913043
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,307964,9,5.0,0.4752553024351925
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,178761,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,113274,23,16.0,0.8322981366459627
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,161504,8,5.0,0.5729794933655006
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,248672,9,4.0,0.37589670014347204
2,0,5,2.0,3.0,1.0,181.0,2006,4,1192,300442,10,6.0,0.1518456375838926
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,255752,10,5.0,0.2021978021978022
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,331858,8,5.0,0.5196936542669585
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,121238,24,17.0,0.0
2,1,4,1.0,2.0,2.0,184.0,2006,5,636,237168,10,5.0,0.2893081761006289
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,348672,9,5.0,0.4535232383808096
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,435398,9,5.0,0.35798816568047337
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,132743,24,17.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,282566,9,4.0,0.37589670014347204
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,247787,8,5.0,0.5196936542669585
0,3,6,1.0,5.0,2.0,18.0,1986,3,910,156637,30,8.0,0.01978021978021978
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,221238,9,4.0,0.383601756954612
2,0,1,0.0,2.0,2.0,524.0,2007,4,1394,265486,9,4.0,0.37589670014347204
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,262831,3,8.0,1.021978021978022
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,176991,10,6.0,0.20044296788482835
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,163716,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,269026,7,5.0,0.2230769230769231
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,238938,9,4.0,0.3692741367159972
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,238938,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,84070,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,83185,23,16.0,0.8322981366459627
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,103663,3,8.0,2.183098591549296
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,190265,23,16.0,0.8322981366459627
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,446017,9,5.0,0.37139349294045426
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,174336,38,5.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,119469,24,17.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,243362,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,80530,11,14.0,1.3951048951048952
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,276991,10,6.0,0.20044296788482835
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,353982,9,4.0,0.383601756954612
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,144752,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,261946,9,5.0,1.4631336405529953
1,3,0,5.0,5.0,4.0,798.0,2005,7,1184,225663,11,14.0,0.6739864864864865
2,1,4,1.0,2.0,2.0,184.0,2006,5,811,192035,10,5.0,0.22688039457459927
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,269911,9,5.0,1.4631336405529953
2,0,5,5.0,7.0,5.0,1174.0,2014,9,846,331858,2,17.0,1.387706855791962
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,211504,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,349557,9,5.0,1.4631336405529953
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,495575,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,252212,11,14.0,0.8730853391684902
2,0,6,0.0,1.0,2.0,536.0,2006,5,1437,258407,10,3.0,0.3729993041057759
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,218584,38,5.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,207964,30,7.0,0.0
2,0,5,5.0,7.0,5.0,1174.0,2014,9,907,317699,2,17.0,1.2943770672546857
2,1,4,1.0,5.0,1.0,0.0,1986,4,1313,285398,30,7.0,0.0
1,2,5,1.0,5.0,4.0,79.0,1992,3,644,154867,24,10.0,0.12267080745341614
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,82300,19,11.0,0.08695652173913043
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,274336,30,7.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,77876,23,16.0,0.8322981366459627
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,356637,10,3.0,0.46649260226283723
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,57522,2,6.0,1.614814814814815
0,3,6,1.0,5.0,2.0,18.0,1986,3,451,65929,30,8.0,0.03991130820399113
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,353982,3,8.0,1.021978021978022
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,263716,10,6.0,0.20044296788482835
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,382300,1,2.0,1.4516483516483516
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,392035,1,2.0,1.4516483516483516
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,209734,9,5.0,1.4631336405529953
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,337168,9,5.0,0.4079568442346595
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,247787,9,4.0,0.383601756954612
2,0,6,0.0,1.0,2.0,536.0,2006,5,1149,376106,10,3.0,0.46649260226283723
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,252212,10,6.0,0.21120186697782964
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,243362,9,4.0,0.47506799637352676
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,163716,23,16.0,0.5864332603938731
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,247787,8,5.0,0.4070265638389032
0,0,4,0.0,3.0,2.0,0.0,1978,3,779,168141,38,5.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,300884,7,5.0,0.2230769230769231
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,231858,24,10.0,0.08643326039387308
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,353982,9,5.0,0.772976262933658
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,278761,10,6.0,0.20044296788482835
0,1,5,5.0,7.0,5.0,0.0,1992,3,640,85840,24,17.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,190265,8,5.0,0.5729794933655006
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,107522,24,10.0,0.08643326039387308
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,159292,30,7.0,0.0
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,107964,3,8.0,2.183098591549296
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,159292,30,7.0,0.0
2,0,1,0.0,2.0,2.0,524.0,2007,4,914,176991,9,4.0,0.5733041575492341
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,154867,30,7.0,0.0
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,128318,31,7.0,0.12947189097103917
1,2,5,1.0,5.0,4.0,79.0,1992,3,1448,137168,24,10.0,0.054558011049723756
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,123893,38,5.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,284955,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,99557,23,16.0,0.8322981366459627
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38938,24,17.0,0.0
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,362831,2,0.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,232743,11,14.0,1.0740242261103634
2,0,1,0.0,2.0,2.0,524.0,2007,4,1366,409734,9,4.0,0.383601756954612
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,131415,23,16.0,0.5864332603938731
1,2,5,1.0,5.0,4.0,79.0,1992,3,914,216814,24,10.0,0.08643326039387308
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255840,3,8.0,1.021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,333628,3,8.0,1.021978021978022
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,137168,23,16.0,0.5864332603938731
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,274336,10,6.0,0.20044296788482835
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,150778,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73840,11,14.0,1.3951048951048952
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,38584,24,17.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,238938,7,5.0,0.2230769230769231
2,0,5,5.0,7.0,5.0,1174.0,2014,9,843,203539,2,17.0,1.3926453143534994
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,175221,11,14.0,1.0740242261103634
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,196460,9,5.0,1.4631336405529953
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,265486,10,6.0,0.20044296788482835
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1643,322566,9,5.0,0.772976262933658
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,234513,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,226991,23,16.0,0.5864332603938731
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,353982,30,7.0,0.0
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,61946,24,17.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,133628,23,16.0,0.5864332603938731
2,1,4,1.0,5.0,1.0,0.0,1986,4,914,143362,30,7.0,0.0
2,1,4,1.0,5.0,1.0,0.0,1986,4,1131,273451,30,7.0,0.0
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,234513,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,355,81415,24,17.0,0.0
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,176106,30,7.0,0.0
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,230088,7,5.0,0.175
2,0,4,0.0,5.0,3.0,930.0,2013,7,910,255442,3,8.0,1.021978021978022
0,3,7,1.0,4.0,1.0,218.0,2014,1,156,62831,2,6.0,1.3974358974358974
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,166371,11,14.0,0.8730853391684902
0,3,7,1.0,4.0,1.0,218.0,2014,1,135,56637,2,6.0,1.614814814814815
2,3,7,0.0,1.0,1.0,1321.0,2015,10,1035,484070,1,2.0,1.276328502415459
2,0,4,0.0,5.0,3.0,930.0,2013,7,907,342477,3,8.0,1.0253583241455346
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,323008,9,5.0,0.4752553024351925
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,296460,9,5.0,1.4631336405529953
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,58849,24,17.0,0.0
1,2,2,1.0,7.0,3.0,56.0,1997,5,430,53982,19,11.0,0.13023255813953488
0,0,4,0.0,3.0,2.0,0.0,1978,3,779,141592,38,5.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,1761,373451,23,16.0,0.3043725156161272
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,238938,10,6.0,0.20044296788482835
2,0,1,0.0,2.0,2.0,524.0,2007,4,1103,215929,9,4.0,0.47506799637352676
2,1,4,1.0,2.0,2.0,184.0,2006,5,910,292035,10,5.0,0.2021978021978022
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,140380,3,8.0,1.4440993788819876
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,157964,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75920,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,3,7,0.0,1.0,1.0,1321.0,2015,10,1035,389380,1,2.0,1.276328502415459
1,2,2,1.0,7.0,3.0,56.0,1997,5,914,129203,19,11.0,0.061269146608315096
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,117699,23,16.0,0.5864332603938731
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,188938,7,5.0,0.2230769230769231
0,3,3,2.0,5.0,0.0,76.0,1985,3,587,88495,31,7.0,0.12947189097103917
2,0,6,0.0,1.0,2.0,536.0,2006,5,1743,238938,10,3.0,0.30751577739529545
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,191150,9,5.0,1.4631336405529953
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,124778,23,16.0,0.5864332603938731
2,0,4,0.0,5.0,3.0,930.0,2013,7,426,103663,3,8.0,2.183098591549296
2,0,1,0.0,4.0,1.0,605.0,2007,5,1483,371681,9,5.0,0.4079568442346595
2,0,1,0.0,2.0,2.0,524.0,2007,4,1448,323982,9,4.0,0.36187845303867405
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,100000,23,16.0,0.8322981366459627
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,73442,11,14.0,1.3951048951048952
2,1,4,1.0,2.0,2.0,184.0,2006,5,814,170353,10,5.0,0.22604422604422605
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,168141,10,6.0,0.20044296788482835
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,211946,8,5.0,0.5729794933655006
2,0,1,0.0,2.0,2.0,524.0,2007,4,1419,264601,9,4.0,0.3692741367159972
2,1,4,1.0,5.0,1.0,0.0,1986,4,1377,221238,30,7.0,0.0
2,0,6,0.0,1.0,2.0,536.0,2006,5,818,207079,10,3.0,0.6552567237163814
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,153539,11,14.0,1.0740242261103634
2,3,7,0.0,1.0,1.0,1321.0,2015,10,910,379646,1,2.0,1.4516483516483516
2,4,7,2.0,2.0,1.0,203.0,2009,5,1160,207079,7,5.0,0.175
0,1,5,5.0,7.0,5.0,0.0,1992,3,576,55752,24,17.0,0.0
2,0,6,0.0,3.0,2.0,475.0,2008,8,914,259292,8,5.0,0.5196936542669585
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1387,346017,9,5.0,0.9156452775775054
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,223893,11,14.0,0.8730853391684902
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,123893,23,16.0,0.8322981366459627
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,342477,2,0.0,0.22210065645514224
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,314159,9,5.0,1.4631336405529953
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,336283,9,5.0,0.8360763660302831
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,155584,11,14.0,0.8730853391684902
2,0,1,0.0,4.0,1.0,605.0,2007,5,1334,357522,9,5.0,0.4535232383808096
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,194690,11,14.0,1.0740242261103634
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,207044,7,5.0,0.2230769230769231
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,146256,3,8.0,1.4440993788819876
2,0,1,0.0,4.0,1.0,605.0,2007,5,1629,407079,9,5.0,0.37139349294045426
0,0,4,0.0,3.0,2.0,0.0,1978,3,903,212389,38,5.0,0.0
1,2,5,5.0,6.0,5.0,536.0,1993,4,644,75221,23,16.0,0.8322981366459627
1,2,5,5.0,6.0,5.0,536.0,1993,4,914,148672,23,16.0,0.5864332603938731
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,216814,10,3.0,0.5864332603938731
1,3,0,5.0,5.0,4.0,798.0,2005,7,743,146460,11,14.0,1.0740242261103634
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,238938,9,5.0,1.4631336405529953
2,0,1,0.0,0.0,0.0,203.0,2014,10,914,265486,2,0.0,0.22210065645514224
1,3,0,5.0,5.0,4.0,798.0,2005,7,572,75504,11,14.0,1.3951048951048952
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,149274,3,8.0,1.4440993788819876
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,251327,9,5.0,1.4631336405529953
2,0,6,0.0,3.0,2.0,475.0,2008,8,1167,215044,8,5.0,0.4070265638389032
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,435398,9,5.0,0.35798816568047337
2,0,4,0.0,5.0,3.0,930.0,2013,7,644,147761,3,8.0,1.4440993788819876
1,3,0,5.0,5.0,4.0,798.0,2005,7,914,262831,11,14.0,0.8730853391684902
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,298230,1,2.0,2.051242236024845
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,155752,10,6.0,0.20044296788482835
0,3,1,0.0,3.0,2.0,108.0,2014,2,288,100000,2,5.0,0.375
2,4,7,2.0,2.0,1.0,203.0,2009,5,910,194247,7,5.0,0.2230769230769231
2,0,5,2.0,3.0,1.0,181.0,2006,4,857,154690,10,6.0,0.21120186697782964
1,2,2,1.0,7.0,3.0,56.0,1997,5,644,128318,19,11.0,0.08695652173913043
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,308849,9,5.0,1.4631336405529953
2,0,5,5.0,7.0,5.0,1174.0,2014,9,907,334513,2,17.0,1.2943770672546857
2,0,1,0.0,4.0,1.0,605.0,2007,5,1690,384955,9,5.0,0.35798816568047337
2,0,6,0.0,3.0,2.0,475.0,2008,8,829,300000,8,5.0,0.5729794933655006
2,0,4,0.0,3.0,2.0,1270.0,2007,10,1519,367256,9,5.0,0.8360763660302831
2,3,7,0.0,1.0,1.0,1321.0,2015,10,644,292035,1,2.0,2.051242236024845
2,0,1,0.0,4.0,1.0,605.0,2007,5,1273,307964,9,5.0,0.4752553024351925
2,0,4,0.0,3.0,2.0,1270.0,2007,10,868,230088,9,5.0,1.4631336405529953
2,0,5,2.0,3.0,1.0,181.0,2006,4,903,185840,10,6.0,0.20044296788482835
2,0,6,0.0,1.0,2.0,536.0,2006,5,914,318584,10,3.0,0.5864332603938731
